epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
89,1636.78,1.10656,1.11834,1.15076,0.93982,0.92613,0.94624,0.54276,1.40399,0.7194,1.41156,0.0003864,0.0001288,0.0003864,0.0001288,0.0003864,0.0001288,0.0003864,0.0001288
90,1658.86,1.08655,1.10251,1.13601,0.93632,0.93081,0.94346,0.54722,1.39888,0.72561,1.40423,0.0003567,0.0001189,0.0003567,0.0001189,0.0003567,0.0001189,0.0003567,0.0001189
91,1692.78,1.14078,1.18985,1.21601,0.93562,0.9222,0.94681,0.53859,1.43321,0.75816,1.4239,0.000327,0.000109,0.000327,0.000109,0.000327,0.000109,0.000327,0.000109
92,1715.21,1.06965,1.15887,1.20587,0.92237,0.91964,0.94243,0.54102,1.43295,0.76396,1.42303,0.0002973,9.91e-05,0.0002973,9.91e-05,0.0002973,9.91e-05,0.0002973,9.91e-05
93,1737.63,1.05565,1.13104,1.17444,0.95617,0.91217,0.94858,0.54026,1.41257,0.74434,1.41283,0.0002676,8.92e-05,0.0002676,8.92e-05,0.0002676,8.92e-05,0.0002676,8.92e-05
94,1759.45,1.09793,1.15519,1.20111,0.92815,0.91876,0.94721,0.54887,1.40373,0.73916,1.40842,0.0002379,7.93e-05,0.0002379,7.93e-05,0.0002379,7.93e-05,0.0002379,7.93e-05
95,1782.02,1.05692,1.16758,1.19136,0.93503,0.92884,0.94754,0.54304,1.40133,0.7383,1.40663,0.0002082,6.94e-05,0.0002082,6.94e-05,0.0002082,6.94e-05,0.0002082,6.94e-05
96,1804.65,1.03623,1.08694,1.16614,0.93728,0.91884,0.94812,0.5482,1.40222,0.73367,1.40557,0.0001785,5.95e-05,0.0001785,5.95e-05,0.0001785,5.95e-05,0.0001785,5.95e-05
97,1827.15,1.05166,1.08781,1.17928,0.93223,0.92866,0.947,0.5521,1.38879,0.72917,1.39922,0.0001488,4.96e-05,0.0001488,4.96e-05,0.0001488,4.96e-05,0.0001488,4.96e-05
98,1849.73,1.05991,1.13327,1.18312,0.93317,0.92557,0.94814,0.55213,1.39272,0.7285,1.39925,0.0001191,3.97e-05,0.0001191,3.97e-05,0.0001191,3.97e-05,0.0001191,3.97e-05
99,1871.16,1.05716,1.12571,1.18751,0.93113,0.93102,0.94646,0.54755,1.38644,0.72547,1.39899,8.94e-05,2.98e-05,8.94e-05,2.98e-05,8.94e-05,2.98e-05,8.94e-05,2.98e-05
100,1889.44,1.02766,1.0709,1.1688,0.9409,0.91912,0.9468,0.54966,1.38948,0.72823,1.39865,5.97e-05,1.99e-05,5.97e-05,1.99e-05,5.97e-05,1.99e-05,5.97e-05,1.99e-05
